,month,perc_dif,ticker
3,2020-11-25,4,NSC
4,2020-12-28,3,NSC
0,2020-08-26,2,NTAP
1,2020-09-25,3,NTAP
2,2020-10-26,4,NTAP
3,2020-11-25,4,NTAP
4,2020-12-28,5,NTAP
0,2020-08-26,4,NTRS
1,2020-09-25,2,NTRS
2,2020-10-26,4,NTRS
3,2020-11-25,4,NTRS
4,2020-12-28,2,NTRS
0,2020-08-26,4,NUE
1,2020-09-25,3,NUE
2,2020-10-26,4,NUE
3,2020-11-25,4,NUE
4,2020-12-28,3,NUE
0,2020-08-26,5,NVDA
1,2020-09-25,3,NVDA
2,2020-10-26,4,NVDA
3,2020-11-25,3,NVDA
4,2020-12-28,3,NVDA
0,2020-08-26,4,NVR
1,2020-09-25,2,NVR
2,2020-10-26,3,NVR
3,2020-11-25,3,NVR
4,2020-12-28,3,NVR
0,2020-08-26,2,NWL
1,2020-09-25,4,NWL
2,2020-10-26,3,NWL
3,2020-11-25,5,NWL
4,2020-12-28,3,NWL
0,2020-08-26,4,NWS
1,2020-09-25,2,NWS
2,2020-10-26,2,NWS
3,2020-11-25,5,NWS
4,2020-12-28,3,NWS
0,2020-08-26,4,NWSA
1,2020-09-25,2,NWSA
2,2020-10-26,2,NWSA
3,2020-11-25,5,NWSA
4,2020-12-28,3,NWSA
0,2020-08-26,4,O
1,2020-09-25,3,O
2,2020-10-26,3,O
3,2020-11-25,4,O
4,2020-12-28,3,O
0,2020-08-26,4,ODFL
1,2020-09-25,2,ODFL
2,2020-10-26,4,ODFL
3,2020-11-25,3,ODFL
4,2020-12-28,2,ODFL
0,2020-08-26,3,OKE
1,2020-09-25,2,OKE
2,2020-10-26,4,OKE
3,2020-11-25,5,OKE
4,2020-12-28,3,OKE
0,2020-08-26,2,OMC
1,2020-09-25,2,OMC
2,2020-10-26,3,OMC
3,2020-11-25,5,OMC
4,2020-12-28,3,OMC
0,2020-08-26,4,ORCL
1,2020-09-25,4,ORCL
2,2020-10-26,2,ORCL
3,2020-11-25,3,ORCL
4,2020-12-28,4,ORCL
0,2020-08-26,3,ORLY
1,2020-09-25,2,ORLY
2,2020-10-26,3,ORLY
3,2020-11-25,3,ORLY
4,2020-12-28,3,ORLY
0,2020-08-26,4,OTIS
1,2020-09-25,2,OTIS
2,2020-10-26,3,OTIS
3,2020-11-25,4,OTIS
4,2020-12-28,3,OTIS
0,2020-08-26,1,OXY
1,2020-09-25,1,OXY
2,2020-10-26,2,OXY
3,2020-11-25,5,OXY
4,2020-12-28,4,OXY
0,2020-08-26,3,PAYC
1,2020-09-25,2,PAYC
2,2020-10-26,5,PAYC
3,2020-11-25,4,PAYC
4,2020-12-28,4,PAYC
0,2020-08-26,4,PAYX
1,2020-09-25,3,PAYX
2,2020-10-26,4,PAYX
3,2020-11-25,4,PAYX
4,2020-12-28,3,PAYX
0,2020-08-26,2,PBCT
1,2020-09-25,2,PBCT
2,2020-10-26,4,PBCT
3,2020-11-25,5,PBCT
4,2020-12-28,3,PBCT
0,2020-08-26,3,PCAR
1,2020-09-25,2,PCAR
2,2020-10-26,4,PCAR
3,2020-11-25,3,PCAR
4,2020-12-28,3,PCAR
0,2020-08-26,4,PEAK
1,2020-09-25,3,PEAK
2,2020-10-26,3,PEAK
3,2020-11-25,4,PEAK
4,2020-12-28,3,PEAK
0,2020-08-26,3,PEG
1,2020-09-25,4,PEG
2,2020-10-26,4,PEG
3,2020-11-25,3,PEG
4,2020-12-28,3,PEG
0,2020-08-26,3,PEP
1,2020-09-25,3,PEP
2,2020-10-26,4,PEP
3,2020-11-25,4,PEP
4,2020-12-28,4,PEP
0,2020-08-26,3,PFE
1,2020-09-25,2,PFE
2,2020-10-26,4,PFE
3,2020-11-25,3,PFE
4,2020-12-28,3,PFE
0,2020-08-26,3,PFG
1,2020-09-25,2,PFG
2,2020-10-26,3,PFG
3,2020-11-25,5,PFG
4,2020-12-28,2,PFG
0,2020-08-26,4,PG
1,2020-09-25,3,PG
2,2020-10-26,4,PG
3,2020-11-25,3,PG
4,2020-12-28,3,PG
0,2020-08-26,4,PGR
1,2020-09-25,3,PGR
2,2020-10-26,3,PGR
3,2020-11-25,2,PGR
4,2020-12-28,4,PGR
0,2020-08-26,4,PH
1,2020-09-25,2,PH
2,2020-10-26,4,PH
3,2020-11-25,5,PH
4,2020-12-28,3,PH
0,2020-08-26,4,PHM
1,2020-09-25,2,PHM
2,2020-10-26,2,PHM
3,2020-11-25,4,PHM
4,2020-12-28,2,PHM
0,2020-08-26,2,PKG
1,2020-09-25,4,PKG
2,2020-10-26,4,PKG
3,2020-11-25,4,PKG
4,2020-12-28,4,PKG
0,2020-08-26,4,PKI
1,2020-09-25,3,PKI
2,2020-10-26,4,PKI
3,2020-11-25,3,PKI
4,2020-12-28,4,PKI
0,2020-08-26,3,PLD
1,2020-09-25,3,PLD
2,2020-10-26,3,PLD
3,2020-11-25,3,PLD
4,2020-12-28,3,PLD
0,2020-08-26,3,PM
1,2020-09-25,2,PM
2,2020-10-26,2,PM
3,2020-11-25,4,PM
4,2020-12-28,4,PM
0,2020-08-26,4,PNC
1,2020-09-25,2,PNC
2,2020-10-26,4,PNC
3,2020-11-25,5,PNC
4,2020-12-28,4,PNC
0,2020-08-26,4,PNR
1,2020-09-25,3,PNR
2,2020-10-26,4,PNR
3,2020-11-25,4,PNR
4,2020-12-28,3,PNR
0,2020-08-26,2,PNW
1,2020-09-25,3,PNW
2,2020-10-26,4,PNW
3,2020-11-25,3,PNW
4,2020-12-28,2,PNW
0,2020-08-26,4,POOL
1,2020-09-25,2,POOL
2,2020-10-26,4,POOL
3,2020-11-25,2,POOL
4,2020-12-28,4,POOL
0,2020-08-26,4,PPG
1,2020-09-25,3,PPG
2,2020-10-26,4,PPG
3,2020-11-25,4,PPG
4,2020-12-28,3,PPG
0,2020-08-26,4,PPL
1,2020-09-25,3,PPL
2,2020-10-26,4,PPL
3,2020-11-25,3,PPL
4,2020-12-28,3,PPL
0,2020-08-26,2,PRGO
1,2020-09-25,2,PRGO
2,2020-10-26,3,PRGO
3,2020-11-25,4,PRGO
4,2020-12-28,2,PRGO
0,2020-08-26,4,PRU
1,2020-09-25,2,PRU
2,2020-10-26,3,PRU
3,2020-11-25,5,PRU
4,2020-12-28,3,PRU
0,2020-08-26,4,PSA
1,2020-09-25,4,PSA
2,2020-10-26,4,PSA
3,2020-11-25,2,PSA
4,2020-12-28,4,PSA
0,2020-08-26,2,PSX
1,2020-09-25,2,PSX
2,2020-10-26,2,PSX
3,2020-11-25,5,PSX
4,2020-12-28,4,PSX
0,2020-08-26,4,PVH
1,2020-09-25,4,PVH
2,2020-10-26,3,PVH
3,2020-11-25,5,PVH
4,2020-12-28,4,PVH
0,2020-08-26,5,PWR
1,2020-09-25,3,PWR
2,2020-10-26,4,PWR
3,2020-11-25,4,PWR
4,2020-12-28,4,PWR
0,2020-08-26,4,PXD
1,2020-09-25,2,PXD
2,2020-10-26,3,PXD
3,2020-11-25,5,PXD
4,2020-12-28,4,PXD
0,2020-08-26,4,PYPL
1,2020-09-25,2,PYPL
2,2020-10-26,4,PYPL
3,2020-11-25,4,PYPL
4,2020-12-28,4,PYPL
0,2020-08-26,5,QCOM
1,2020-09-25,3,QCOM
2,2020-10-26,4,QCOM
3,2020-11-25,4,QCOM
4,2020-12-28,4,QCOM
0,2020-08-26,4,QRVO
1,2020-09-25,2,QRVO
2,2020-10-26,4,QRVO
3,2020-11-25,4,QRVO
4,2020-12-28,4,QRVO
0,2020-08-26,5,RCL
1,2020-09-25,3,RCL
2,2020-10-26,2,RCL
3,2020-11-25,5,RCL
4,2020-12-28,2,RCL
0,2020-08-26,3,RE
1,2020-09-25,2,RE
2,2020-10-26,3,RE
3,2020-11-25,4,RE
4,2020-12-28,3,RE
0,2020-08-26,3,REG
1,2020-09-25,2,REG
2,2020-10-26,2,REG
3,2020-11-25,5,REG
4,2020-12-28,3,REG
0,2020-08-26,2,REGN
1,2020-09-25,2,REGN
2,2020-10-26,3,REGN
3,2020-11-25,2,REGN
4,2020-12-28,2,REGN
0,2020-08-26,4,RF
1,2020-09-25,3,RF
2,2020-10-26,4,RF
3,2020-11-25,4,RF
4,2020-12-28,4,RF
0,2020-08-26,4,RHI
1,2020-09-25,3,RHI
2,2020-10-26,2,RHI
3,2020-11-25,5,RHI
4,2020-12-28,2,RHI
0,2020-08-26,4,RJF
1,2020-09-25,2,RJF
2,2020-10-26,4,RJF
3,2020-11-25,4,RJF
4,2020-12-28,3,RJF
0,2020-08-26,2,RL
1,2020-09-25,4,RL
2,2020-10-26,4,RL
3,2020-11-25,4,RL
4,2020-12-28,4,RL
0,2020-08-26,2,RMD
1,2020-09-25,2,RMD
2,2020-10-26,4,RMD
3,2020-11-25,4,RMD
4,2020-12-28,4,RMD
0,2020-08-26,3,ROK
1,2020-09-25,2,ROK
2,2020-10-26,4,ROK
3,2020-11-25,4,ROK
4,2020-12-28,3,ROK
0,2020-08-26,4,ROL
1,2020-09-25,2,ROL
2,2020-10-26,4,ROL
3,2020-11-25,2,ROL
4,2020-12-28,4,ROL
0,2020-08-26,3,ROP
1,2020-09-25,2,ROP
2,2020-10-26,3,ROP
3,2020-11-25,3,ROP
4,2020-12-28,4,ROP
0,2020-08-26,4,ROST
1,2020-09-25,3,ROST
2,2020-10-26,4,ROST
3,2020-11-25,5,ROST
4,2020-12-28,4,ROST
0,2020-08-26,4,RSG
1,2020-09-25,3,RSG
2,2020-10-26,2,RSG
3,2020-11-25,4,RSG
4,2020-12-28,3,RSG
0,2020-08-26,3,RTX
1,2020-09-25,2,RTX
2,2020-10-26,3,RTX
3,2020-11-25,5,RTX
4,2020-12-28,2,RTX
0,2020-08-26,3,SBAC
1,2020-09-25,4,SBAC
2,2020-10-26,2,SBAC
3,2020-11-25,2,SBAC
4,2020-12-28,3,SBAC
0,2020-08-26,4,SBUX
1,2020-09-25,3,SBUX
2,2020-10-26,4,SBUX
3,2020-11-25,4,SBUX
4,2020-12-28,4,SBUX
0,2020-08-26,4,SCHW
1,2020-09-25,3,SCHW
2,2020-10-26,4,SCHW
3,2020-11-25,5,SCHW
4,2020-12-28,4,SCHW
0,2020-08-26,4,SEE
1,2020-09-25,2,SEE
2,2020-10-26,4,SEE
3,2020-11-25,4,SEE
4,2020-12-28,3,SEE
0,2020-08-26,4,SHW
1,2020-09-25,4,SHW
2,2020-10-26,2,SHW
3,2020-11-25,4,SHW
4,2020-12-28,3,SHW
0,2020-08-26,4,SIVB
1,2020-09-25,2,SIVB
2,2020-10-26,5,SIVB
3,2020-11-25,5,SIVB
4,2020-12-28,4,SIVB
0,2020-08-26,4,SJM
1,2020-09-25,2,SJM
2,2020-10-26,3,SJM
3,2020-11-25,4,SJM
4,2020-12-28,3,SJM
0,2020-08-26,2,SLB
1,2020-09-25,2,SLB
2,2020-10-26,2,SLB
3,2020-11-25,5,SLB
4,2020-12-28,3,SLB
0,2020-08-26,3,SLG
1,2020-09-25,3,SLG
2,2020-10-26,2,SLG
3,2020-11-25,5,SLG
4,2020-12-28,3,SLG
0,2020-08-26,3,SNA
1,2020-09-25,2,SNA
2,2020-10-26,4,SNA
3,2020-11-25,4,SNA
4,2020-12-28,3,SNA
0,2020-08-26,4,SNPS
1,2020-09-25,2,SNPS
2,2020-10-26,4,SNPS
3,2020-11-25,3,SNPS
4,2020-12-28,4,SNPS
0,2020-08-26,2,SO
1,2020-09-25,4,SO
2,2020-10-26,4,SO
3,2020-11-25,3,SO
4,2020-12-28,3,SO
0,2020-08-26,4,SPG
1,2020-09-25,2,SPG
2,2020-10-26,3,SPG
3,2020-11-25,5,SPG
4,2020-12-28,3,SPG
0,2020-08-26,4,SPGI
1,2020-09-25,2,SPGI
2,2020-10-26,2,SPGI
3,2020-11-25,3,SPGI
4,2020-12-28,3,SPGI
0,2020-08-26,3,SRE
1,2020-09-25,3,SRE
2,2020-10-26,4,SRE
3,2020-11-25,3,SRE
4,2020-12-28,3,SRE
0,2020-08-26,3,STE
1,2020-09-25,4,STE
2,2020-10-26,4,STE
3,2020-11-25,3,STE
4,2020-12-28,3,STE
0,2020-08-26,4,STT
1,2020-09-25,2,STT
2,2020-10-26,4,STT
3,2020-11-25,4,STT
4,2020-12-28,3,STT
0,2020-08-26,2,STX
1,2020-09-25,4,STX
2,2020-10-26,3,STX
3,2020-11-25,4,STX
4,2020-12-28,4,STX
0,2020-08-26,3,STZ
1,2020-09-25,3,STZ
2,2020-10-26,2,STZ
3,2020-11-25,4,STZ
4,2020-12-28,4,STZ
0,2020-08-26,3,SWK
1,2020-09-25,3,SWK
2,2020-10-26,4,SWK
3,2020-11-25,4,SWK
4,2020-12-28,2,SWK
0,2020-08-26,4,SWKS
1,2020-09-25,2,SWKS
2,2020-10-26,4,SWKS
3,2020-11-25,2,SWKS
4,2020-12-28,4,SWKS
0,2020-08-26,4,SYF
1,2020-09-25,3,SYF
2,2020-10-26,4,SYF
3,2020-11-25,4,SYF
4,2020-12-28,4,SYF
0,2020-08-26,2,SYK
1,2020-09-25,4,SYK
2,2020-10-26,4,SYK
3,2020-11-25,4,SYK
4,2020-12-28,4,SYK
0,2020-08-26,4,SYY
1,2020-09-25,4,SYY
2,2020-10-26,2,SYY
3,2020-11-25,4,SYY
4,2020-12-28,4,SYY
0,2020-08-26,3,T
1,2020-09-25,2,T
2,2020-10-26,3,T
3,2020-11-25,4,T
4,2020-12-28,3,T
0,2020-08-26,4,TAP
1,2020-09-25,2,TAP
2,2020-10-26,4,TAP
3,2020-11-25,5,TAP
4,2020-12-28,3,TAP
0,2020-08-26,4,TDG
1,2020-09-25,3,TDG
2,2020-10-26,2,TDG
3,2020-11-25,5,TDG
4,2020-12-28,3,TDG
0,2020-08-26,4,TDY
1,2020-09-25,3,TDY
2,2020-10-26,3,TDY
3,2020-11-25,4,TDY
4,2020-12-28,3,TDY
0,2020-08-26,4,TEL
1,2020-09-25,3,TEL
2,2020-10-26,4,TEL
3,2020-11-25,4,TEL
4,2020-12-28,4,TEL
0,2020-08-26,3,TER
1,2020-09-25,2,TER
2,2020-10-26,4,TER
3,2020-11-25,5,TER
4,2020-12-28,4,TER
0,2020-08-26,4,TFC
1,2020-09-25,2,TFC
2,2020-10-26,4,TFC
3,2020-11-25,4,TFC
4,2020-12-28,3,TFC
0,2020-08-26,3,TFX
1,2020-09-25,2,TFX
2,2020-10-26,4,TFX
3,2020-11-25,4,TFX
4,2020-12-28,4,TFX
0,2020-08-26,5,TGT
1,2020-09-25,3,TGT
2,2020-10-26,3,TGT
3,2020-11-25,4,TGT
4,2020-12-28,3,TGT
0,2020-08-26,3,TJX
1,2020-09-25,3,TJX
2,2020-10-26,3,TJX
3,2020-11-25,4,TJX
4,2020-12-28,4,TJX
0,2020-08-26,3,TMO
1,2020-09-25,3,TMO
2,2020-10-26,4,TMO
3,2020-11-25,2,TMO
4,2020-12-28,4,TMO
0,2020-08-26,4,TMUS
1,2020-09-25,2,TMUS
2,2020-10-26,3,TMUS
3,2020-11-25,4,TMUS
4,2020-12-28,4,TMUS
0,2020-08-26,4,TPR
1,2020-09-25,4,TPR
2,2020-10-26,5,TPR
3,2020-11-25,5,TPR
4,2020-12-28,4,TPR
0,2020-08-26,4,TRMB
1,2020-09-25,2,TRMB
2,2020-10-26,4,TRMB
3,2020-11-25,5,TRMB
4,2020-12-28,4,TRMB
0,2020-08-26,3,TROW
1,2020-09-25,2,TROW
2,2020-10-26,4,TROW
3,2020-11-25,3,TROW
4,2020-12-28,4,TROW
0,2020-08-26,3,TRV
1,2020-09-25,2,TRV
2,2020-10-26,4,TRV
3,2020-11-25,4,TRV
4,2020-12-28,4,TRV
0,2020-08-26,4,TSCO
1,2020-09-25,2,TSCO
2,2020-10-26,2,TSCO
3,2020-11-25,3,TSCO
4,2020-12-28,4,TSCO
0,2020-08-26,5,TSLA
1,2020-09-25,2,TSLA
2,2020-10-26,4,TSLA
3,2020-11-25,5,TSLA
4,2020-12-28,5,TSLA
0,2020-08-26,4,TSN
1,2020-09-25,2,TSN
2,2020-10-26,3,TSN
3,2020-11-25,4,TSN
4,2020-12-28,3,TSN
0,2020-08-26,4,TT
1,2020-09-25,3,TT
2,2020-10-26,4,TT
3,2020-11-25,4,TT
4,2020-12-28,3,TT
0,2020-08-26,4,TTWO
1,2020-09-25,2,TTWO
2,2020-10-26,3,TTWO
3,2020-11-25,4,TTWO
4,2020-12-28,4,TTWO
0,2020-08-26,4,TWTR
1,2020-09-25,4,TWTR
2,2020-10-26,4,TWTR
3,2020-11-25,2,TWTR
4,2020-12-28,4,TWTR
0,2020-08-26,4,TXN
1,2020-09-25,3,TXN
2,2020-10-26,4,TXN
3,2020-11-25,4,TXN
4,2020-12-28,4,TXN
0,2020-08-26,4,TXT
1,2020-09-25,2,TXT
2,2020-10-26,2,TXT
3,2020-11-25,5,TXT
4,2020-12-28,3,TXT
0,2020-08-26,2,TYL
1,2020-09-25,3,TYL
2,2020-10-26,4,TYL
3,2020-11-25,4,TYL
4,2020-12-28,4,TYL
0,2020-08-26,2,UA
1,2020-09-25,4,UA
2,2020-10-26,5,UA
3,2020-11-25,5,UA
4,2020-12-28,3,UA
0,2020-08-26,2,UAA
1,2020-09-25,4,UAA
2,2020-10-26,5,UAA
3,2020-11-25,5,UAA
4,2020-12-28,3,UAA
0,2020-08-26,4,UAL
1,2020-09-25,3,UAL
2,2020-10-26,3,UAL
3,2020-11-25,5,UAL
4,2020-12-28,2,UAL
0,2020-08-26,2,UDR
1,2020-09-25,2,UDR
2,2020-10-26,2,UDR
3,2020-11-25,5,UDR
4,2020-12-28,2,UDR
0,2020-08-26,3,UHS
1,2020-09-25,3,UHS
2,2020-10-26,4,UHS
3,2020-11-25,4,UHS
4,2020-12-28,4,UHS
0,2020-08-26,4,ULTA
1,2020-09-25,3,ULTA
2,2020-10-26,3,ULTA
3,2020-11-25,5,ULTA
4,2020-12-28,3,ULTA
0,2020-08-26,4,UNH
1,2020-09-25,3,UNH
2,2020-10-26,4,UNH
3,2020-11-25,4,UNH
4,2020-12-28,4,UNH
0,2020-08-26,4,UNM
1,2020-09-25,2,UNM
2,2020-10-26,4,UNM
3,2020-11-25,5,UNM
4,2020-12-28,3,UNM
0,2020-08-26,4,UNP
1,2020-09-25,3,UNP
2,2020-10-26,2,UNP
3,2020-11-25,4,UNP
4,2020-12-28,3,UNP
0,2020-08-26,5,UPS
1,2020-09-25,4,UPS
2,2020-10-26,3,UPS
3,2020-11-25,3,UPS
4,2020-12-28,3,UPS
0,2020-08-26,4,URI
1,2020-09-25,2,URI
2,2020-10-26,4,URI
3,2020-11-25,5,URI
4,2020-12-28,3,URI
0,2020-08-26,3,USB
1,2020-09-25,3,USB
2,2020-10-26,4,USB
3,2020-11-25,4,USB
4,2020-12-28,4,USB
0,2020-08-26,4,V
1,2020-09-25,2,V
2,2020-10-26,2,V
3,2020-11-25,4,V
4,2020-12-28,4,V
0,2020-08-26,5,VAR
1,2020-09-25,3,VAR
2,2020-10-26,3,VAR
3,2020-11-25,3,VAR
4,2020-12-28,3,VAR
0,2020-08-26,4,VFC
1,2020-09-25,4,VFC
2,2020-10-26,3,VFC
3,2020-11-25,4,VFC
4,2020-12-28,3,VFC
0,2020-08-26,4,VIAC
1,2020-09-25,4,VIAC
2,2020-10-26,2,VIAC
3,2020-11-25,5,VIAC
4,2020-12-28,4,VIAC
0,2020-08-26,2,VLO
1,2020-09-25,2,VLO
2,2020-10-26,2,VLO
3,2020-11-25,5,VLO
4,2020-12-28,3,VLO
0,2020-08-26,2,VMC
1,2020-09-25,4,VMC
2,2020-10-26,4,VMC
3,2020-11-25,3,VMC
4,2020-12-28,3,VMC
0,2020-08-26,4,VNO
1,2020-09-25,2,VNO
2,2020-10-26,2,VNO
3,2020-11-25,5,VNO
4,2020-12-28,2,VNO
0,2020-08-26,1,VNT
1,2020-09-25,1,VNT
2,2020-10-26,1,VNT
3,2020-11-25,4,VNT
4,2020-12-28,3,VNT
0,2020-08-26,3,VRSK
1,2020-09-25,3,VRSK
2,2020-10-26,3,VRSK
3,2020-11-25,4,VRSK
4,2020-12-28,4,VRSK
0,2020-08-26,3,VRSN
1,2020-09-25,3,VRSN
2,2020-10-26,2,VRSN
3,2020-11-25,3,VRSN
4,2020-12-28,4,VRSN
0,2020-08-26,2,VRTX
1,2020-09-25,3,VRTX
2,2020-10-26,1,VRTX
3,2020-11-25,4,VRTX
4,2020-12-28,4,VRTX
0,2020-08-26,4,VTR
1,2020-09-25,3,VTR
2,2020-10-26,2,VTR
3,2020-11-25,5,VTR
4,2020-12-28,3,VTR
0,2020-08-26,3,VTRS
1,2020-09-25,2,VTRS
2,2020-10-26,3,VTRS
3,2020-11-25,4,VTRS
4,2020-12-28,4,VTRS
0,2020-08-26,4,VZ
1,2020-09-25,3,VZ
2,2020-10-26,3,VZ
3,2020-11-25,4,VZ
4,2020-12-28,3,VZ
0,2020-08-26,4,WAB
1,2020-09-25,2,WAB
2,2020-10-26,2,WAB
3,2020-11-25,5,WAB
4,2020-12-28,3,WAB
0,2020-08-26,2,WAT
1,2020-09-25,2,WAT
2,2020-10-26,4,WAT
3,2020-11-25,3,WAT
4,2020-12-28,4,WAT
0,2020-08-26,3,WBA
1,2020-09-25,2,WBA
2,2020-10-26,3,WBA
3,2020-11-25,4,WBA
4,2020-12-28,3,WBA
0,2020-08-26,1,WDC
1,2020-09-25,4,WDC
2,2020-10-26,4,WDC
3,2020-11-25,4,WDC
4,2020-12-28,5,WDC
0,2020-08-26,3,WEC
1,2020-09-25,4,WEC
2,2020-10-26,4,WEC
3,2020-11-25,2,WEC
4,2020-12-28,2,WEC
0,2020-08-26,4,WELL
1,2020-09-25,2,WELL
2,2020-10-26,3,WELL
3,2020-11-25,4,WELL
4,2020-12-28,3,WELL
0,2020-08-26,2,WFC
1,2020-09-25,3,WFC
2,2020-10-26,2,WFC
3,2020-11-25,5,WFC
4,2020-12-28,4,WFC
0,2020-08-26,4,WHR
1,2020-09-25,3,WHR
2,2020-10-26,4,WHR
3,2020-11-25,4,WHR
4,2020-12-28,2,WHR
0,2020-08-26,2,WLTW
1,2020-09-25,3,WLTW
2,2020-10-26,3,WLTW
3,2020-11-25,4,WLTW
4,2020-12-28,3,WLTW
0,2020-08-26,4,WM
1,2020-09-25,3,WM
2,2020-10-26,3,WM
3,2020-11-25,4,WM
4,2020-12-28,3,WM
0,2020-08-26,4,WMB
1,2020-09-25,2,WMB
2,2020-10-26,3,WMB
3,2020-11-25,4,WMB
4,2020-12-28,2,WMB
0,2020-08-26,3,WMT
1,2020-09-25,4,WMT
2,2020-10-26,4,WMT
3,2020-11-25,4,WMT
4,2020-12-28,2,WMT
0,2020-08-26,3,WRB
1,2020-09-25,3,WRB
2,2020-10-26,3,WRB
3,2020-11-25,3,WRB
4,2020-12-28,3,WRB
0,2020-08-26,3,WRK
1,2020-09-25,4,WRK
2,2020-10-26,4,WRK
3,2020-11-25,4,WRK
4,2020-12-28,3,WRK
0,2020-08-26,3,WST
1,2020-09-25,3,WST
2,2020-10-26,4,WST
3,2020-11-25,2,WST
4,2020-12-28,4,WST
0,2020-08-26,4,WU
1,2020-09-25,2,WU
2,2020-10-26,2,WU
3,2020-11-25,4,WU
4,2020-12-28,3,WU
0,2020-08-26,4,WY
1,2020-09-25,2,WY
2,2020-10-26,3,WY
3,2020-11-25,3,WY
4,2020-12-28,4,WY
0,2020-08-26,4,WYNN
1,2020-09-25,2,WYNN
2,2020-10-26,3,WYNN
3,2020-11-25,5,WYNN
4,2020-12-28,4,WYNN
0,2020-08-26,3,XEL
1,2020-09-25,3,XEL
2,2020-10-26,4,XEL
3,2020-11-25,2,XEL
4,2020-12-28,3,XEL
0,2020-08-26,3,XLNX
1,2020-09-25,2,XLNX
2,2020-10-26,5,XLNX
3,2020-11-25,4,XLNX
4,2020-12-28,4,XLNX
0,2020-08-26,2,XOM
1,2020-09-25,2,XOM
2,2020-10-26,2,XOM
3,2020-11-25,5,XOM
4,2020-12-28,3,XOM
0,2020-08-26,3,XRAY
1,2020-09-25,3,XRAY
2,2020-10-26,4,XRAY
3,2020-11-25,4,XRAY
4,2020-12-28,3,XRAY
0,2020-08-26,4,XRX
1,2020-09-25,2,XRX
2,2020-10-26,4,XRX
3,2020-11-25,5,XRX
4,2020-12-28,3,XRX
0,2020-08-26,4,XYL
1,2020-09-25,3,XYL
2,2020-10-26,4,XYL
3,2020-11-25,4,XYL
4,2020-12-28,4,XYL
0,2020-08-26,3,YUM
1,2020-09-25,2,YUM
2,2020-10-26,4,YUM
3,2020-11-25,4,YUM
4,2020-12-28,3,YUM
0,2020-08-26,3,ZBH
1,2020-09-25,3,ZBH
2,2020-10-26,3,ZBH
3,2020-11-25,4,ZBH
4,2020-12-28,4,ZBH
0,2020-08-26,4,ZBRA
1,2020-09-25,2,ZBRA
2,2020-10-26,4,ZBRA
3,2020-11-25,5,ZBRA
4,2020-12-28,4,ZBRA
0,2020-08-26,3,ZION
1,2020-09-25,2,ZION
2,2020-10-26,4,ZION
3,2020-11-25,5,ZION
4,2020-12-28,4,ZION
0,2020-08-26,4,ZTS
1,2020-09-25,3,ZTS
2,2020-10-26,3,ZTS
3,2020-11-25,3,ZTS
4,2020-12-28,4,ZTS
